icd_id	icd_name	another_sctid	another_sct_term_cn	another_sct_term	relationship_type	icd_where
T80.3	ABO血型不配合性反应	16716281000119108	新生儿 ABO 血型不合引起的黄疸	Neonatal jaundice due to ABO incompatibility (disorder)	Due to	destination
G50.9	未特指的三叉神经疾患	333671000119107	右侧神经营养性角结膜炎	Right neurotrophic keratoconjunctivitis	Due to	destination
J66.1	亚麻清铲工病	785340007	吸入物质	Inhalation of substance	Due to	source
G24.5	睑痉挛	334091000119102	右下眼睑痉挛性睑内翻(疾病)	Spastic entropion of right lower eyelid (disorder)	Due to	destination
T63.8	与其他有毒动物接触的毒性效应	242593005	鸭嘴兽的螫针(事件)	Sting by duckbill platypus (event)	Due to	source
H34.8	其他的视网膜血管阻塞	786054003	右眼视网膜中央静脉闭塞	Occlusion of central retinal vein of right eye	Due to	source
H34.8	其他的视网膜血管阻塞	786055002	左眼视网膜中央静脉闭塞(障碍)	Occlusion of central retinal vein of left eye (disorder)	Due to	source
J66.0	棉屑沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
T13.3	下肢未特指神经的损伤,水平未特指	784338005	下肢神经损伤所致或继发的功能障碍(功能障碍)	Disorder due to and following injury of nerve of lower limb (disorder)	Due to	destination
H10.9	未特指的结膜炎	331471000119105	右眼紫膜性青光眼(障碍)	Uveitic glaucoma of right eye (disorder)	Due to	destination
D25.9	未特指的子宫平滑肌瘤	785341006	子宫肌瘤产时出血	Intrapartum hemorrhage due to leiomyoma	Due to	destination
T11.9	上肢未特指的损伤,水平未特指	285236005	上肢损伤(障碍)所致或继发的功能障碍	Disorder due to and following injury of upper limb (disorder)	Due to	destination
J66.8	其他特指的有机粉尘引起的气道疾病	785340007	吸入物质	Inhalation of substance	Due to	source
D25.9	未特指的子宫平滑肌瘤	16754891000119106	子宫肌瘤(病)引起的异常子宫出血	Abnormal uterine bleeding due to uterine fibroid (disorder)	Due to	destination
N85.9	"未特指的子宫非炎性疾患	"	16755141000119106	子宫内膜异常出血	Abnormal uterine bleeding due to endometrial disorder (disorder)	Due to	destination
H05.4	眼球内陷	112761000119101	静脉窦综合征引起眼球内陷	Enophthalmos due to silent sinus syndrome	Due to	destination
C90.0	多发性骨髓瘤	16318001000119107	多发性骨髓瘤引起的低卵泡蛋白血症	Hypogammaglobulinaemia due to multiple myeloma	Due to	destination
S04.9	未特指的脑神经损伤	36539009	颅神经损伤及其后遗症(疾病)	Disorder due to and following injury of cranial nerve (disorder)	Due to	destination
E73.9	未特指的乳糖不耐受	785696007	乳糖耐受不良综合征	Malabsorption syndrome due to intolerance to lactose	Due to	destination
T11.9	上肢未特指的损伤,水平未特指	210960009	上肢肌肉、肌腱损伤后遗症(疾病)	Disorder due to and following injury of muscle and tendon of upper limb (disorder)	Due to	destination
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
E14.9	未特指的糖尿病不伴有并发症	768799003	双眼虹膜炎由于糖尿病(障碍)	Iritis of bilateral eyes due to diabetes mellitus (disorder)	Due to	destination
T23.0	腕和手未特指程度的烧伤	769228007	腕部烧伤引起或继发的疾病	Disorder due to and following burn of wrist (disorder)	Due to	destination
M35.9	结缔组织系统性受累	56019007	全身性疾病	Systemic disease (disorder)	Due to	source
T23.0	腕和手未特指程度的烧伤	769230009	手烧伤引起或继发的手部紊乱(紊乱)	Disorder due to and following burn of hand (disorder)	Due to	destination
D53.8	其他特指的营养性贫血	399357009	硫胺素缺乏症	Thiamine deficiency (disorder)	Due to	source
T22.0	肩和上肢未特指程度的烧伤,除外腕和手	134424008	上肢烧伤引起或继发的失调(失调)	Disorder due to and following burn of upper limb (disorder)	Due to	destination
T23.0	腕和手未特指程度的烧伤	210937001	手腕和手部烧伤后遗症	Disorder due to and following burn of wrist and hand	Due to	destination
T23.0	腕和手未特指程度的烧伤	210937001	手腕和手部烧伤后遗症	Disorder due to and following burn of wrist and hand	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	769217008	右眼黄斑水肿是由糖尿病引起的	Macular edema of right eye due to diabetes mellitus (disorder)	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	769218003	糖尿病致左眼黄斑水肿	Macular oedema of left eye due to diabetes mellitus	Due to	destination
E10.9	胰岛素依赖型糖尿病不伴有并发症	769219006	1型糖尿病引起的黄斑水肿	Macular edema due to type 1 diabetes mellitus (disorder)	Due to	destination
E11.9	非胰岛素依赖型糖尿病不伴有并发症	769220000	2型糖尿病引起的黄斑水肿	Macular edema due to type 2 diabetes mellitus (disorder)	Due to	destination
H34.8	其他的视网膜血管阻塞	786055002	左眼视网膜中央静脉闭塞(障碍)	Occlusion of central retinal vein of left eye (disorder)	Due to	source
E14.9	未特指的糖尿病不伴有并发症	237633009	糖尿病引起的低血糖状态	Hypoglycemic state due to diabetes mellitus	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	770362001	糖尿病所致左眼玻璃体出血	Vitreous haemorrhage of left eye due to diabetes mellitus	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	770361008	糖尿病所致右眼玻璃体积血	Vitreous hemorrhage of right eye due to diabetes mellitus (disorder)	Due to	destination
E51.8	硫胺素缺乏的其他表现	124344007	硫胺焦磷酸激酶缺乏(失调)	Deficiency of thiamine pyrophosphokinase (disorder)	Due to	source
H05.4	眼球内陷	15681761000119106	静脉窦综合征(病变)致左眼眼球内陷	Enophthalmos of left eye due to silent sinus syndrome (disorder)	Due to	destination
P35.9	未特指的先天性病毒性疾病	722925004	先天性病毒感染(疾病)引起的暂时性新生儿中性粒细胞减少	Transient neonatal neutropenia due to congenital viral infection (disorder)	Due to	destination
J63.0	矾土肺(肺的)	785340007	吸入物质	Inhalation of substance	Due to	source
P36.9	新生儿未特指的细菌性脓毒症	722926003	新生儿细菌性败血症(疾病)引起的一过性粒细胞减少	Transient neonatal neutropenia due to neonatal bacterial sepsis (disorder)	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	768797001	右眼虹膜炎由于糖尿病障碍	Iritis of right eye due to diabetes mellitus (disorder)	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	768798006	糖尿病所致左眼虹膜炎	Iritis of left eye due to diabetes mellitus (disorder)	Due to	destination
I63.2	入脑前动脉未特指的闭塞或狭窄引起的脑梗死	787044009	双侧颈动脉狭窄	Bilateral stenosis of carotid arteries	Due to	source
E14.9	未特指的糖尿病不伴有并发症	768793002	左眼糖尿病性白内障	Cataract of left eye due to diabetes mellitus (disorder)	Due to	destination
E11.9	非胰岛素依赖型糖尿病不伴有并发症	1491000119102	2型糖尿病引起的玻璃体出血	Vitreous haemorrhage due to type 2 diabetes mellitus	Due to	destination
N28.9	"肾和输尿管未特指的疾患	"	234348004	肾源性贫血	Nephrogenic anemia	Due to	destination
E11.9	非胰岛素依赖型糖尿病不伴有并发症	761000119102	2型糖尿病引起的血脂异常	Dyslipidemia due to type 2 diabetes mellitus (disorder)	Due to	destination
E10.9	胰岛素依赖型糖尿病不伴有并发症	104951000119106	1型糖尿病所致的玻璃体积血	Vitreous hemorrhage due to type 1 diabetes mellitus (disorder)	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	201724008	神经病理性关节病，由于糖尿病(障碍)	Neuropathic arthropathy due to diabetes mellitus (disorder)	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	312910009	糖尿病所致玻璃体积血	Vitreous hemorrhage due to diabetes mellitus	Due to	destination
E11.9	非胰岛素依赖型糖尿病不伴有并发症	420756003	2型糖尿病性白内障	Cataract of eye due to diabetes mellitus type 2 (disorder)	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	422126006	糖尿病致高渗性昏迷	Hyperosmolar coma due to diabetes mellitus	Due to	destination
J66.8	其他特指的有机粉尘引起的气道疾病	785340007	吸入物质	Inhalation of substance	Due to	source
T27.3	呼吸道部位未特指的烧伤	785340007	吸入物质	Inhalation of substance	Due to	source
D33.3	脑神经良性肿瘤	189948006	神经鞘瘤	Neurilemmoma	Due to	source
M16.3	其他发育异常性髋关节病	105986008	骨软骨发育不全	Osteochondrodysplasia	Due to	source
J84.9	未特指的间质性肺病	56019007	全身性疾病	Systemic disease (disorder)	Due to	source
J84.1	其他间质性肺病伴有纤维化	785340007	吸入物质	Inhalation of substance	Due to	source
H40.1	原发性开角型青光眼	787051000	左眼开角型青光眼	Open-angle glaucoma of left eye	Due to	source
K22.4	食管运动障碍	56019007	全身性疾病	Systemic disease (disorder)	Due to	source
E51.1	脚气病	399357009	硫胺素缺乏症	Thiamine deficiency (disorder)	Due to	source
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
O41.0	"羊水过少	"	783159001	霍兹格雷夫 · 瓦格纳 · 雷德尔综合征	Holzgreve Wagner Rehder syndrome	Due to	destination
E14.9	未特指的糖尿病不伴有并发症	768792007	糖尿病所致右眼白内障	Cataract of right eye due to diabetes mellitus (disorder)	Due to	destination
I63.8	其他脑梗死	55382008	颅内动脉粥样硬化	ICAS - intracranial atherosclerosis	Due to	source
E10.9	胰岛素依赖型糖尿病不伴有并发症	421920002	1型糖尿病性白内障	Cataract of eye due to diabetes mellitus type 1 (disorder)	Due to	destination
H35.5	遗传性视网膜变性	56019007	全身性疾病	Systemic disease (disorder)	Due to	source
T85.8	内部假体装置、植入物和移植物的其他并发症,不可归类在他处者	782902008	植入程序(程序)	Implantation procedure (procedure)	Due to	source
E14.9	未特指的糖尿病不伴有并发症	768794008	双眼糖尿病性白内障	Cataract of bilateral eyes due to diabetes mellitus (disorder)	Due to	destination
E23.6	其他垂体疾患	783009008	Rathke 囊肿所致的垂体缺损	Pituitary deficiency due to Rathke's cleft cysts	Due to	destination
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
E14.9	未特指的糖尿病不伴有并发症	419100001	糖尿病感染	Infection of foot due to diabetes mellitus (disorder)	Due to	destination
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
N84.1	"宫颈息肉	"	16754591000119108	子宫内膜息肉伴异常子宫出血	Endocervical polyp with abnormal uterine bleeding	Due to	destination
T59.9	未特指气体、烟雾和蒸气的毒性效应	785340007	吸入物质	Inhalation of substance	Due to	source
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
L90.5	皮肤瘢痕情况和纤维化	335911000119108	右眼睑瘢痕性外翻	Cicatricial ectropion of right eyelid	Due to	destination
E74.1	果糖代谢紊乱	785704008	获得性果糖耐受不良综合征	Malabsorption syndrome due to acquired intolerance to fructose	Due to	destination
G31.9	神经系统未特指的变性性疾病	783012006	帕金森氏锥体综合征(障碍)	Parkinsonian pyramidal syndrome (disorder)	Due to	destination
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
J62.8	其他含硅[矽]粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
T65.9	未特指物质的毒性效应	218249005	意外中毒后遗症	Sequela of accidental poisoning	Due to	destination
N39.4	"其他特指的尿失禁	"	786496006	特发性逼尿肌过度活动(紊乱)	Idiopathic detrusor overactivity (disorder)	Due to	source
G50.9	未特指的三叉神经疾患	345031000119101	双眼神经营养性角结膜炎	Neurotrophic keratoconjunctivitis of bilateral eyes	Due to	destination
G50.9	未特指的三叉神经疾患	339271000119107	左侧神经营养性角结膜炎	Left neurotrophic keratoconjunctivitis	Due to	destination
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
E23.0	垂体功能减退症	783098009	部分生长激素受体缺乏引起的身材矮小	Short stature due to partial growth hormone receptor deficiency	Due to	destination
H27.0	无晶状体	15374009	无晶状体眼继发性青光眼	Secondary glaucoma due to aphakia (disorder)	Due to	destination
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
N25.8	"肾小管功能损害所致的其他疾患	"	783620009	显性低磷血症合并肾结石和 / 或骨质疏松症	Dominant hypophosphatemia with nephrolithiasis and/or osteoporosis	Due to	destination
H40.1	原发性开角型青光眼	787052007	右眼开角型青光眼	Open-angle glaucoma of right eye (disorder)	Due to	source
N80.0	"子宫的子宫内膜异位症	"	16754941000119107	子宫腺肌病(疾病)引起的异常子宫出血	Abnormal uterine bleeding due to adenomyosis (disorder)	Due to	destination
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
N97.0	"与不排卵有关的女性不孕症	"	34571000	排卵期缺席	Ovulation absent	Due to	source
H05.4	眼球内陷	15681601000119104	静脉窦综合征(病变)致右眼眼球内陷	Enophthalmos of right eye due to silent sinus syndrome (disorder)	Due to	destination
H34.8	其他的视网膜血管阻塞	786049007	左眼视网膜静脉分支阻塞	Occlusion of branch of retinal vein of left eye	Due to	source
A54.8	其他淋球菌感染	67224007	反应性关节炎三合会	Reactive arthritis triad	Due to	source
J63.8	其他特指的无机粉尘引起的肺尘埃沉着病	785340007	吸入物质	Inhalation of substance	Due to	source
